"Sample","Site","Location","Date","Time","CArea.km2","Cond.uScm","Sp_Cond.uScm","Temp.C","DO.mgL","DO.pct","pH","TSS.mgL","Chl.mgL","UNH_ID","PO4.ugL","NH4.ugL","Cl.mgL","NO3.mgL","SO4.mgL","Br.mgL","DOC.mgL","TDN.mgL","DIN.mgL","DON.mgL","TDP.mgL","Q_est.m3s","CH4.mM","CH4.uatm","N2O.mM","N2O.uatm","CO2.ppm","Gas_Flag","AFDM.pct","AFDM.mgL","Ash.pct","Ash.mgL","PC.mgL","PN.mgL","TN.mgL","NAr_sat","NAr_calc.A","NAr_calc.B","NAr_calc.C","NArcalc.mean","N2.mM.A","N2.mM.B","N2.mM.C","N2.mM.mean","Notes","DateTime","Year","DateTime15","NArDisEq","DOCtoDON","DOCtoTDN","Discharge.m3s","SArea.km2","Sp_CondCA","TempCA","DO.mgLCA","DO.pctCA","TSSCA","ChlCA","PO4CA","NH4CA","ClCA","NO3CA","SO4CA","BrCA","DOCCA","TDNCA","DONCA","DINCA","TDPCA","N2OCA","CH4CA","AFDM.mgLCA","Ash.mgLCA","PCCA","PNCA","TNCA","NArCA","N2CA","DOCtoDONCA","DOCtoTDNCA","TSS.kgkm2Day","Chl.kgkm2Day","PO4.kgkm2Day","NH4.kgkm2Day","Cl.kgkm2Day","NO3.kgkm2Day","SO4.kgkm2Day","Br.kgkm2Day","DOC.kgkm2Day","TDN.kgkm2Day","DON.kgkm2Day","DIN.kgkm2Day","TDP.kgkm2Day","AFDM.kgkm2Day","Ash.kgkm2Day","PC.kgkm2Day","PN.kgkm2Day","TN.kgkm2Day","DOCtoDON.kgkm2Day","DOCtoTDN.kgkm2Day"
"Piscassic","MCLN","UP_2",2015-06-19,"17:26",56.9778,209.7,222.8,20.8,8.6,96.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141425476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-19 16:26:00,2015,2015-06-19 16:30:00,NA,NA,NA,0.157589155632473,0.526548,12694.65384,1185.13824,490.00908,5492.65992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCLN_OUT","MCLN","OUT",2015-06-19,"17:33",549.0588,182.4,185.6,23.5,8.9,104.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36282731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-19 16:33:00,2015,2015-06-19 16:30:00,NA,NA,NA,1.51858640882201,0.526548,101905.31328,12902.8818,4886.62332,57321.73872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LH_OUT","LH","OUT",2015-06-24,"9:40",1.113657,218.1,243.6,19.5,7.41,81.8,NA,6.714285714,0.005756,136981,11.018,34.01449966,44.4831,0.0813,1.4308,0.006,7.162652274,0.379309986,0.1153145,0.263995487,NA,0.015093428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 08:40:00,2015,2015-06-24 08:45:00,NA,27.1317224222094,27.1317224222094,0.0130814560965401,0.003607,271.2868452,21.7163115,8.25219837,91.0971426,7.4774112853961,0.006410209692,12.270272826,37.8804856478566,49.5389156967,0.0905403141,1.5934204356,0.006681942,7.97673784350602,0.422421221078802,0.294000422065959,0.1284208001265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2154325975505,30.2154325975505,6.81425210744801,0.00584169884946763,11182.0427247106,34520.9283406948,45.1453916071497,0.082510444138589,1.45210262575022,0.00608933167074457,7.26929422309981,0.384957385129914,0.267926013320456,0.117031372824346,NA,NA,NA,NA,NA,NA,27.5356761045684,27.5356761045684
"LH_IN","LH","UP",2015-06-24,"10:00",1.061859,314.8,372.5,16.9,9.34,96.8,NA,3.714285714,NA,136997,12.808,26.87000084,76.8915,0.3388,2.3105,0.0164,4.913456351,0.555733067,0.365670001,0.190063067,NA,0.014391408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 09:00:00,2015,2015-06-24 09:00:00,NA,25.8517155834384,25.8517155834384,0.0124730162780964,0.003607,395.5424775,17.9454171,9.91776306,102.7879512,3.94404771398233,NA,13.600290072,28.5321522219616,81.6479312985,0.3597578292,2.4534252195,0.0174144876,5.21739784741651,0.590110158791553,0.201820178261553,0.388289981591859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4508768577143,27.4508768577143,3.76958627207572,NA,12998.6933398161,27270.0578513242,78.0363076935094,0.34384426167471,2.34490013754256,0.0166441732333685,4.9866108951609,0.564007160893853,0.192892842220325,0.371114319688417,NA,NA,NA,NA,NA,NA,26.2366117408854,26.2366117408854
"BRDS","BRDS","UP_1",2015-06-24,"10:40",4.9014,268.3,237.8,19.1,8.99,97.3,NA,6,NA,136994,10.591,27.99300003,52.8607,0.2215,1.5794,0.0097,7.604008253,0.617933513,0.249493,0.368440513,NA,0.062000239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 09:40:00,2015,2015-06-24 09:45:00,NA,20.638360833571,20.638360833571,0.0575737852063801,0.061656,1165.55292,93.61674,44.063586,476.90622,29.4084,NA,51.9107274,137.204890347042,259.09143498,1.0856601,7.74127116,0.04754358,37.2702860512542,3.0287393206182,1.8058743304182,1.2228649902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.156861789665,101.156861789665,6.08933167074458,NA,10748.685287476,28409.7769403055,53.647722441288,0.224797827511654,1.60291507346233,0.0098444195343704,7.71722137993267,0.627133685187559,0.373926080766046,0.253207604421513,NA,NA,NA,NA,NA,NA,20.9456373760197,20.9456373760197
"PTEB","BRDS","UP_2",2015-06-24,"11:20",2.51,464,505,20.8,9.14,102.5,NA,3.714285714,NA,136970,19.18,37.98310089,103.2618,0.2262,2.3756,0.0132,6.307453417,0.558777844,0.264183101,0.294594744,NA,0.031750235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 10:20:00,2015,2015-06-24 10:15:00,NA,21.410610832215,21.410610832215,0.0294834538841992,0.061656,1267.55,52.208,22.9414,257.275,9.32285714214,NA,48.1418,95.3375832339,259.187118,0.567762,5.962756,0.033132,15.83170807667,1.40253238844,0.73943280744,0.66309958351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7406331888596,53.7406331888596,3.76958627207572,NA,19465.5635741468,38548.6165337606,104.799224853015,0.22956780398707,2.41096938617014,0.0133965296756381,6.40136264231403,0.567097270396595,0.298980850779015,0.268116420632469,NA,NA,NA,NA,NA,NA,21.7293851050989,21.7293851050989
"BRDS_OUT","BRDS","OUT",2015-06-24,"11:35",8.32,291,316.3,20.8,6.97,78.1,NA,5.142857143,0.006167143,136980,6.957,23.32119942,68.0869,0.0861,1.7065,0.0128,7.754183924,0.430810215,0.109421199,0.321389016,NA,0.105243805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 10:35:00,2015,2015-06-24 10:30:00,NA,24.1270968762666,24.1270968762666,0.0977300144687401,0.061656,2631.616,173.056,57.9904,649.792,42.78857142976,0.05131062976,57.88224,194.0323791744,566.483008,0.716352,14.19808,0.106496,64.51481024768,3.5843409888,2.67395661312,0.91038437568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.737446010538,200.737446010538,5.21942714649748,0.00625896319798512,7060.58007222833,23668.4197046593,69.1006194221365,0.0873819094751846,1.73190741602094,0.0129905742309218,7.86963295819861,0.43722438104663,0.326174052293039,0.111050328753591,NA,NA,NA,NA,NA,NA,24.4863158552955,24.4863158552955
"OMPD","OMPD","OUT",2015-06-24,"11:45",50.59,244.7,268.9,20.3,7.68,84.4,NA,6.333333333,0.009456286,136968,9.222,28.70899963,42.0664,0.1786,1.2444,0.0082,7.678522899,0.507016635,0.207309,0.299707635,NA,0.639937995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 10:45:00,2015,2015-06-24 10:45:00,NA,25.6200443442157,25.6200443442157,0.594250172112207,0.091525,13603.651,1026.977,388.5312,4269.796,320.40333331647,0.47839350874,466.54098,1452.3882912817,2128.139176,9.035374,62.954196,0.414838,388.45647346041,25.64997156465,15.16220925465,10.48776231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.11804337387,1296.11804337387,6.42762787433653,0.00959707697123642,9359.30277793441,29136.4367803922,42.6927102990349,0.18125910606583,1.26292738851242,0.00832208661668425,7.79284544556969,0.514565408849974,0.304169865628242,0.210395543221731,NA,NA,NA,NA,NA,NA,26.0014912385188,26.0014912385188
"OMPD_IN","OMPD","UP_1",2015-06-24,"12:00",43.173633,185.3,205.5,19.8,9.2,101.2,NA,6.666666667,NA,136972,9.857,39.02890015,41.9925,0.2498,1.3399,0.0075,9.009469111,0.633592366,0.2888289,0.344763466,NA,0.546124692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 11:00:00,2015,2015-06-24 11:00:00,NA,26.1323196901611,26.1323196901611,0.507134553433658,0.091525,8872.1815815,854.8379334,397.1974236,4369.1716596,287.824220014391,NA,425.562500481,1685.01941146974,1812.9687837525,10.7847735234,57.8483508567,0.3238022475,388.97151292315,27.3544842812857,14.884691352892,12.4697929283937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128.22717974169,1128.22717974169,6.76592360880059,NA,10003.7563512919,39609.9835405804,42.6177070692529,0.253519157609082,1.35984915644679,0.00761166405952008,9.143606963674,0.643025632089132,0.349896491091703,0.293129140997429,NA,NA,NA,NA,NA,NA,26.5213918103318,26.5213918103318
"CLGB","OMPD","UP_2",2015-06-24,"12:25",2.006,1112,1255,19.1,8.13,88.5,NA,4.375,NA,136995,24.138,99.21600342,286.762,0.6895,4.9842,0.0297,7.969703207,1.186436883,0.788716003,0.397720879,NA,0.025374889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 11:25:00,2015,2015-06-24 11:30:00,NA,20.0384330514366,20.0384330514366,0.0235632703154198,0.091525,2517.53,38.3146,16.30878,177.531,8.77625,NA,48.420828,199.02730286052,575.244572,1.383137,9.9983052,0.0595782,15.987224633242,2.379992387298,0.797828083274,1.582164302018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1970967011817,40.1970967011817,4.44013767658459,NA,24497.3813114054,100693.191978351,291.031488094343,0.699765697829731,5.05840781888752,0.0301421917701856,8.08836102413662,1.20410128116523,0.403642390768512,0.800458889381829,NA,NA,NA,NA,NA,NA,20.3367775020346,20.3367775020346
"HAM","OMPD","UP_3",2015-06-24,"13:15",1.7364,347.6,393.3,20.7,5.31,60.6,NA,8.833333333,NA,136967,10.387,35.80020142,56.9273,0.2718,1.0499,0.0135,7.861943566,0.694487907,0.307600201,0.386887705,NA,0.021964585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 12:15:00,2015,2015-06-24 12:15:00,NA,20.3209961557191,20.3209961557191,0.0203964419619616,0.091525,682.92612,35.94348,9.220284,105.22584,15.3381999994212,NA,18.0359868,62.163469745688,98.84856372,0.47195352,1.82304636,0.0234414,13.6514788080024,1.2059088017148,0.671791810962,0.5341169890164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2853777247907,35.2853777247907,8.96484940381344,NA,10541.6480106707,36333.2167209735,57.7748684699963,0.275846724684729,1.06553155351912,0.0137009962591753,7.97899699167506,0.704827867840702,0.392647925846364,0.31217994097945,NA,NA,NA,NA,NA,NA,20.6235475786832,20.6235475786832
"MCLN_OUT","MCLN","OUT",2015-06-24,"13:35",549.0588,177.1,190.7,21.1,7.95,89.7,NA,3.5,0.00395725,136974,5.326,17.45960045,29.5611,0.111,1.069,0.006,6.083909479,0.363129171,0.1284596,0.234669571,NA,4.08848193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 12:35:00,2015,2015-06-24 12:30:00,NA,25.9254297567195,25.9254297567195,4.283192435139,0.526548,104705.51316,11585.14068,4365.01746,49250.57436,1921.7058,2.1727629363,2924.2871688,9586.34727155646,16230.78209268,60.9455268,586.9438572,3.2943528,3340.42403784837,199.379266874255,128.847393049775,70.53187382448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14234.5853517087,14234.5853517087,2.35901399337564,0.00266720232151021,3589.74529391961,11767.8405086564,19.9242995884504,0.074814443789913,0.72051027397673,0.00404402398864395,4.10057931296905,0.244750513083398,0.158168229088131,0.0865822839952677,NA,NA,NA,NA,NA,NA,17.4738433086795,17.4738433086795
"Piscassic","MCLN","UP_2",2015-06-24,"13:45",56.9778,210.3,227.1,21.1,7.12,80.1,NA,20.75,NA,136976,17.785,58.61000061,41.1763,0.1016,1.5248,0.0129,8.668994498,0.598359946,0.160210001,0.438149945,NA,0.424276427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 12:45:00,2015,2015-06-24 12:45:00,NA,19.7854515261893,19.7854515261893,0.444482233835179,0.526548,12939.65838,1202.23158,405.681936,4563.92178,1182.28935,NA,1013.350173,3339.46889275646,2346.13498614,5.78894448,86.87974944,0.73501362,493.940234708144,34.0932333311988,24.964819936221,9.1284133949778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127.33149996891,1127.33149996891,13.985582960727,NA,11987.1611063388,39503.3747402127,27.7529908272666,0.0684788062077042,1.02772129631405,0.00869465157558448,5.8429369512224,0.403296995911283,0.295314814700504,0.107982181210778,NA,NA,NA,NA,NA,NA,13.3354734330102,13.3354734330102
"Sidetrib_IN","MCLN","UP_3",2015-06-24,"13:55",1.735233,112.5,125.4,19.9,5.03,55.2,NA,7.333333333,NA,136977,10.858,61.62540054,10.9545,0.1042,1.9416,0.0092,4.451465547,0.358431515,0.165825401,0.192606115,NA,0.012921146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 12:55:00,2015,2015-06-24 13:00:00,NA,23.1117560675579,23.1117560675579,0.0135365043940714,0.526548,217.5982182,34.5311367,8.72822199,95.7848616,12.7250419994216,NA,18.841159914,106.934428655226,19.0086098985,0.1808112786,3.3691283928,0.0159641436,7.72432991551745,0.621962193067995,0.334216486749795,0.287745708053433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1042818163767,40.1042818163767,4.94269598589571,NA,7318.33541144933,41535.7663489253,7.38337679726668,0.0702312166027832,1.30864616272518,0.00620083678258738,3.00030557611501,0.241584274157665,0.129817291569919,0.11176698326175,NA,NA,NA,NA,NA,NA,15.5774159928152,15.5774159928152
"MCLN_IN","MCLN","UP_1",2015-06-24,"14:10",480.037965,163.3,169.5,23.1,9.51,111.3,NA,1.5,NA,136978,8.793,20.31360054,32.7636,0.1794,1.4737,0.014,5.944051221,0.467869501,0.199713601,0.268155901,NA,3.574528895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 13:10:00,2015,2015-06-24 13:15:00,NA,22.1664009586722,22.1664009586722,3.74476309309541,0.526548,81366.4350675,11088.8769915,4565.16104715,53428.2255045,720.0569475,NA,4220.973826245,9751.2994650445,15727.771870074,86.118810921,707.4319490205,6.72053151,2853.37025198461,224.595123145605,128.725013018781,95.870110606862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10640.714007575,10640.714007575,1.01100607087434,NA,5926.5175874654,13691.4489781709,22.0827990024658,0.120916326076571,0.99327976443168,0.00943605666149387,4.0063145800127,0.315345937258633,0.180738162567853,0.134607775364784,NA,NA,NA,NA,NA,NA,14.9402439591016,14.9402439591016
"LMPD","LMPD","OUT",2015-06-24,"14:25",475.3,153.3,162.1,22.1,8.16,94.3,NA,1.222222222,0.00251825,136969,45.738,33.59349823,30.9109,0.1412,1.3499,0.0089,6.088494996,0.426330043,0.174793498,0.251536545,NA,3.483069821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 13:25:00,2015,2015-06-24 13:30:00,NA,24.2052104039196,24.2052104039196,3.70780208681032,0.19456,77046.13,10504.13,3878.448,44820.79,580.9222221166,1.196924225,21739.2714,15966.989708719,14691.95077,67.11236,641.60747,4.23017,2893.8616715988,202.6346694379,119.5553198385,83.0793495994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11504.736504983,11504.736504983,0.823782664203618,0.00169731056823377,30827.5948654328,22642.1521174313,20.8340701850957,0.0951693645327542,0.909837997045077,0.00599863558315519,4.10366996976044,0.287348153495267,0.169536637000103,0.117811516495165,NA,NA,NA,NA,NA,NA,16.3144085872708,16.3144085872708
"LMPD_IN","LMPD","UP",2015-06-24,"14:50",471.2,152.9,158.6,23.2,8.87,103.4,NA,1.5,NA,136982,8.656,23.74480057,31.9234,0.1446,1.2089,0.0078,5.90392795,0.413585476,0.168344801,0.245240676,NA,3.453024405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24 13:50:00,2015,2015-06-24 13:45:00,NA,24.0740159678894,24.0740159678894,3.67581810078902,0.19456,74732.32,10931.84,4179.544,48722.08,706.8,NA,4078.7072,11188.550028584,15042.30608,68.13552,569.63368,3.67536,2781.93085004,194.8814762912,115.5574065312,79.3240702312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11343.6763240695,11343.6763240695,1.01100599716099,NA,5834.178607617,16004.0905184411,21.5164992331794,0.0974609781263191,0.814803433311945,0.00525723118523713,3.97927104283758,0.278758264383121,0.165293196122543,0.113465068934582,NA,NA,NA,NA,NA,NA,16.225983012857,16.225983012857
"MR","ID","UP_2",2015-06-26,"10:00",43.3,363,386.6,20.5,2.88,31.9,NA,2.166666667,NA,136965,15.365,16.0802002,61.5013,0.0426,0.6169,0.0126,6.012833971,0.355386738,0.0586802,0.296706538,NA,0.321915004,2.017656774,49.08938856,NA,NA,NA,3,NA,NA,NA,NA,1.664733333,0.148866667,0.504253405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 09:00:00,2015,2015-06-26 09:00:00,NA,20.2652560726518,20.2652560726518,0.321916224207234,0.12961,16739.78,887.65,124.704,1381.27,93.8166666811,NA,665.3045,696.27266866,2663.00629,1.84458,26.71177,0.54558,260.3557109443,15.3882457554,12.8473930954,2.54085266,NA,NA,2125.570524648,NA,NA,72.0829533189,6.4459266811,21.8341724365,NA,NA,877.485587945824,877.485587945824,1.39174866468511,NA,9869.63918289088,10329.0448397429,39.5050856022601,0.0273639198952913,0.396262962051766,0.00809355377184673,3.86231706868851,0.228281085222556,0.190588120615991,0.0376929646065651,NA,NA,NA,1.06933402749374,0.0956238392222303,0.323904924444786,13.017296803512,13.017296803512
"ID","ID","OUT",2015-06-26,"10:25",387.5,392.8,415.1,20.8,6.83,76.1,NA,1.75,0.001439,136961,15.865,16.16760063,96.2436,0.0531,1.0819,0.0409,8.76299759,0.466999565,0.069267601,0.397731964,NA,2.880879073,0.844841671,20.55491378,NA,NA,NA,3,NA,NA,NA,NA,1.14795,0.10495,0.571949565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 09:25:00,2015,2015-06-26 09:30:00,NA,22.0324197780594,22.0324197780594,2.88088999723564,0.12961,160851.25,8060,2646.625,29488.75,678.125,0.5576125,6147.6875,6264.945244125,37294.395,20.57625,419.23625,15.84875,3395.661566125,180.9623314375,154.12113605,26.8411953875,NA,NA,7965.02908975,NA,NA,444.830625,40.668125,221.6304564375,NA,NA,8537.56266399801,8537.56266399801,1.12410469053427,0.000924335228387893,10190.811951615,10385.1861159245,61.8216469679451,0.034108548038497,0.694953636965157,0.0262719324816295,5.62887239660542,0.299975086567979,0.25548135217589,0.0444937343920893,NA,NA,NA,0.737380559713608,0.0674141641551837,0.367389250723163,14.1524265236209,14.1524265236209
"ID_UP","ID","UP_1",2015-06-26,"10:55",337.8,393.6,420,21.7,7.34,83.4,NA,2.5,NA,136963,13.631,12.49279976,97.6501,0.0388,1.014,0.0515,8.260883515,0.413194005,0.0512928,0.361901205,NA,2.511383099,0.587119211,14.284552,NA,NA,NA,3,NA,NA,NA,NA,1.33915,0.1228,0.535994005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 09:55:00,2015,2015-06-26 10:00:00,NA,22.8263498459476,22.8263498459476,2.51139262210632,0.12961,141876,7330.26,2479.452,28172.52,844.5,NA,4604.5518,4220.067758928,32986.20378,13.10664,342.5292,17.3967,2790.526451367,139.576934889,122.250227049,17.32670784,NA,NA,4825.3216656,NA,NA,452.36487,41.48184,181.058774889,NA,NA,7710.7409779611,7710.7409779611,1.60586384362038,NA,8755.81202095578,8024.69417606936,62.7251059663659,0.0249230068529884,0.651338374972428,0.0330807951785799,5.30634166123927,0.26541332521208,0.232465624028859,0.0329477011832206,NA,NA,NA,0.860197026473695,0.0788800319986333,0.344293357210713,14.6624039597748,14.6624039597748
"SMD_OUT","SMD","OUT",2015-06-26,"11:40",113.8,458.8,485.9,22.2,4.09,46.9,NA,1.833333333,0.003357667,136957,17.784,44.33190155,122.7216,0.0915,1.2674,0.0526,12.23079457,0.626632876,0.135831902,0.490800974,NA,1.314145219,1.430334231,34.79988953,NA,NA,NA,3,100,1.833333333,0,0,1.445466667,0.126666667,0.753299542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 10:40:00,2015,2015-06-26 10:45:00,NA,24.9200698815239,24.9200698815239,1.30011510098441,0.060809,55295.42,2526.36,465.442,5337.22,208.6333332954,0.3821025046,2023.8192,5044.97039639,13965.71808,10.4127,144.23012,5.98588,1391.864422066,71.3108212888,55.8531508412,15.4576704476,NA,NA,3960.227428514,208.6333332954,0,164.4941067046,14.4146667046,85.7254878796,NA,NA,2835.90395251742,2835.90395251742,1.80965054445067,0.00331429304494845,17554.2683391067,43759.2271587696,121.13629652522,0.090318013553096,1.2510278729748,0.0519205192665885,12.0727985763759,0.618538104780148,0.484460863624095,0.134077241156053,NA,1.80965054445067,0,1.4267942953077,0.125030401604716,0.743568505397781,24.5981552929353,24.5981552929353
"SMD_DOWN","SMD","DOWN",2015-06-26,"11:45",114.9955,456.7,485.8,21.8,8.09,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941322386,22.90227999,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 10:45:00,2015,2015-06-26 10:45:00,NA,NA,NA,NA,0.060809,55864.8139,2506.9019,930.313595,10602.5851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2633.65913859005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_UP","SMD","UP",2015-06-26,"12:15",111.9,464.8,493,22.2,5.13,58.8,NA,3,NA,136959,14.824,33.62129974,125.3203,0.0673,1.2824,0.0564,11.7722429,0.587050774,0.1009213,0.486129474,NA,1.292204306,0.963282169,23.43655934,NA,NA,NA,3,90.12155453,2.703646636,9.878445472,0.296353364,1.817933333,0.155133333,0.742184107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 11:15:00,2015,2015-06-26 11:15:00,NA,24.2162706225873,24.2162706225873,1.27840843409627,0.060809,55166.7,2484.18,574.047,6579.72,335.7,NA,1658.8056,3762.223440906,14023.34157,7.53087,143.50056,6.31116,1317.31398051,65.6909816106,54.3978881406,11.29309347,NA,NA,2622.550990146,302.5380585684,33.1619414316,203.4267399627,17.3594199627,83.0504015733,NA,NA,2709.80068266752,2709.80068266752,2.96124634600315,NA,14632.5052777169,33186.9836676505,123.701426818339,0.0664306263620039,1.26583410470481,0.0556714313048592,11.6201704239622,0.579467319808607,0.479849709522311,0.0996176102862958,NA,2.66872124057957,0.29252510542358,1.79444947987452,0.153129338496513,0.73259665830512,23.9034476316533,23.9034476316533
"PD","PD","OUT",2015-06-26,"13:40",63.9,288.2,298.2,23.1,5.8,67.9,NA,2.714285714,0.003357667,136953,8.248,54.33679962,60.2365,0.1111,1.0723,0.0345,8.017851132,0.503971858,0.1654368,0.338535058,NA,0.393642535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.362171429,0.130114286,0.634086143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 12:40:00,2015,2015-06-26 12:45:00,NA,23.6839610626088,23.6839610626088,0.39359464723488,0.162161,19054.98,1476.09,370.62,4338.81,173.4428571246,0.2145549213,527.0472,3472.121495718,3849.11235,7.09929,68.51997,2.20455,512.3406873348,32.2038017262,21.6323902062,10.57141152,NA,NA,NA,NA,NA,87.0427543131,8.3143028754,40.5181045377,NA,NA,1513.4051119007,1513.4051119007,1.44450027460936,0.0017868977014948,4389.45620334867,28917.1923086958,32.0569202949821,0.059125677035892,0.570661237494032,0.01836035875552,4.26697458643108,0.268205916393217,0.180163046846399,0.0880428695468178,NA,NA,NA,0.724926264433605,0.0692447817442996,0.337450697605332,12.6042325177178,12.6042325177178
"WB","PD","UP_2",2015-06-26,"13:50",6,570,661,18.5,7.21,76.5,NA,2.333333333,NA,136979,4.238,51.75159836,174.1384,1.3851,3.6353,0.038,4.114430073,1.545720574,1.436851598,0.108868975,NA,0.03696174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17105,0.09935,1.645070574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26 12:50:00,2015,2015-06-26 12:45:00,NA,37.7924938946105,37.7924938946105,0.0369572438718197,0.162161,3966,111,43.26,459,13.999999998,NA,25.428,310.50959016,1044.8304,8.3106,21.8118,0.228,24.686580438,9.274323444,0.65321385,8.621109588,NA,NA,NA,NA,NA,7.0263,0.5961,9.870423444,NA,NA,226.754963367663,226.754963367663,1.24176339391575,NA,2255.39711321431,27541.3887553966,92.6737245539782,0.737128490210747,1.93464962852006,0.0202230038466597,2.1896351366603,0.822608239838502,0.0579383605317606,0.764669878774557,NA,NA,NA,0.62321443827976,0.0528725113727801,0.875480751211282,20.1125723527782,20.1125723527782
