Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,UNH_ID,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,CO2.ppm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean,N2.mM.A,N2.mM.B,N2.mM.C,N2.mM.mean,Notes
OMPD_IN,OMPD,UP_1,7/7/2015,11:45,43.173633,179,192.5,21.3,8.66,98.1,NA,5.25,NA,136973,14.679,42.25889969,35.9319,0.2177,1.3957,0.0096,7.263533641,0.511801284,0.2599589,0.251842385,NA,0.468106878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLGB,OMPD,UP_2,7/7/2015,12:10,2.006,1040,1135,20.6,7.74,86.1,NA,3.375,NA,136987,25.288,55.40999985,318.0198,0.6098,4.9816,0.0393,5.543964892,1.010709751,0.66521,0.345499751,NA,0.021749905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM,OMPD,UP_3,7/7/2015,12:25,1.7364,374.4,415.3,19.8,6.94,77,NA,3.625,NA,136983,19.433,44.9029007,80.0779,0.5703,1.6795,0.0282,5.934880188,0.821498606,0.615202901,0.206295706,NA,0.018826787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_OUT,MCLN,OUT,7/7/2015,13:00,549.0588,152.2,161.9,21.9,7.3,82.1,NA,2.125,0.006989429,136993,5.374,20.07789993,33.3773,0.0503,1.1507,0.0066,6.933376441,0.340380337,0.0703779,0.270002437,NA,3.050137313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscassic,MCLN,UP_2,7/7/2015,13:10,56.9778,209.7,219.3,22.8,8.1,94.7,NA,2.571428571,NA,136986,9.2,88.20639801,38.7553,0.1012,1.1536,0.0089,9.560877489,0.490487845,0.189406398,0.301081447,NA,0.316523683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidetrib_IN,MCLN,UP_3,7/7/2015,13:30,1.735233,123,132,21.6,7.69,88.3,NA,2.833333333,NA,136999,19.412,49.73429871,13.3717,0.0306,1.8481,0.0166,4.122454727,0.294708681,0.080334299,0.214374383,NA,0.009639585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_IN,MCLN,UP_1,7/7/2015,13:45,480.037965,146.1,148.9,24,9.44,112.4,NA,0.875,NA,136975,4.624,46.96749878,39.3746,0.1845,1.4853,0.0055,6.1377893,0.678829053,0.231467499,0.447361555,NA,2.666712033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD,LMPD,OUT,7/7/2015,14:00,475.3,143.3,149.5,22.6,7.95,92.4,NA,1.375,0.002878,136985,4.219,26.39500046,29.8555,0.1115,1.0749,0.006,6.032322417,0.366652413,0.137895,0.228757413,NA,2.640391639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD_IN,LMPD,UP,7/7/2015,14:30,471.2,150.4,153.4,23.9,8.38,99.8,NA,2.25,NA,136971,14.09,44.80820084,29.1778,0.1035,1.0452,0.0085,5.9451976,0.449165871,0.148308201,0.30085767,NA,2.617615275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,7/10/2015,10:35,43.3,335,365,20.8,1.99,22.3,NA,3.6,NA,136966,10.198,2.5,81.3346,0.0291,0.6398,0.0448,7.720938928,0.382963719,0.0316,0.351363719,NA,0.306766062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3468,0.21256,0.595523719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,7/10/2015,10:55,387.5,401,418,22.8,4.58,52.7,NA,2.142857143,0.00107925,136962,13.134,20.28980064,92.4679,0.0584,0.8415,0.0445,10.9468499,0.568782112,0.078689801,0.490092311,NA,2.745308293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.155542857,0.113542857,0.682324969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,7/10/2015,11:15,337.8,407,428,22.5,5.71,65.8,NA,2.857142857,NA,136964,7.522,23.72100067,94.1895,0.0578,0.6065,0.0519,11.41686536,0.623588099,0.081521001,0.542067098,NA,2.393200365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.397828571,0.139085714,0.762673813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,7/10/2015,12:15,113.8,512,535,22.8,3.27,38.3,NA,4,0.0040292,136958,10.586,39.76490021,129.1714,0.127,1.0534,0.061,11.27012883,0.664910073,0.1667649,0.498145173,NA,1.06250039,NA,NA,NA,NA,NA,NA,73.18906376,2.92756255,26.81093624,1.07243745,1.810742857,0.1696,0.834510073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,7/10/2015,12:40,111.9,508,532,22.6,9.7,103,NA,5.714285714,,136960,9.086,42.81750107,127.873,0.1489,1.124,0.0622,10.96519197,0.640986825,0.191717501,0.449269323,NA,1.044760928,NA,NA,NA,NA,NA,NA,61.41949153,3.50968523,38.58050847,2.204600484,2.3076,0.182971429,0.823958253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,7/10/2015,13:55,63.9,270,286,22.1,4.14,47.6,NA,0.571428571,0.001644571,136954,7.902,32.42860031,55.5384,0.0881,1.0071,0.0373,7.631521353,0.494837527,0.1205286,0.374308926,NA,0.557660258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.574514286,0.156914286,0.651751812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/10/2015,14:05,6,452,503,19.7,6.86,75.7,NA,0.166666667,NA,136952,9.904,26.28380013,124.8714,0.7178,2.7252,0.0249,6.630732341,1.045072235,0.7440838,0.300988434,NA,0.052362466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6056,0.169666667,1.214738901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Larkin,PD,NA,7/10/2015,14:15,NA,225,233,23.2,6.26,74.3,NA,2.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492207176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,7/10/2015,14:20,55.7,220,227,23.3,7.85,93,NA,3.166666667,NA,136956,8.269,18.90780067,40.2251,0.0626,0.8169,0.0109,8.135928186,0.443467788,0.081507801,0.361959988,NA,0.4813856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.900666667,0.197933333,0.641401122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_OUT,LH,OUT,7/22/2015,9:35,1.113657,464.2,484.1,22.8,0.82,9.4,NA,4.5,0.001644571,137317,24.391,41.03300095,76.1092,0.067,1.7823,0.0534,4.683903415,0.396406607,0.108033001,0.288373606,NA,0.003320554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_IN,LH,UP,7/22/2015,9:50,1.061859,434.2,498.8,18.2,8.94,95.1,NA,5.125,NA,137318,12.025,41.56700134,105.3726,0.4996,2.6106,0.0652,3.024254884,0.601606745,0.541167001,0.060439744,NA,0.00316611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_EDGE,LH,NA,7/22/2015,10:10,0.647475,379.6,434.3,18.4,7.23,77.3,NA,37.59493671,NA,137319,12.924,109.6378021,90.3937,0.3191,2.9985,0.0589,3.170133389,0.492521699,0.428737802,0.063783897,NA,0.001930555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEB,BRDS,UP_2,7/22/2015,10:30,2.51,1243,1368,20.2,8.98,99.3,NA,1.75,NA,137320,53.775,45.57310104,253.9153,0.5336,4.0662,0.0688,3.614501759,0.792290841,0.579173101,0.21311774,NA,0.007710771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS,BRDS,UP_1,7/22/2015,10:45,4.9014,445.2,488.8,20.1,8.81,96.9,NA,2.625,NA,137321,18.077,32.97919846,102.619,0.3926,2.5012,0.0719,3.507898236,0.501540541,0.425579198,0.075961343,NA,0.015057201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS_OUT,BRDS,OUT,7/22/2015,11:05,8.32,670,681,24.2,5.55,66.5,NA,4,0.01358559,137322,8.413,2.5,153.7301,0.0144,2.1561,0.0568,5.111439649,0.25098851,0.0169,0.23408851,NA,0.02555921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD,OMPD,OUT,7/22/2015,11:20,50.59,329.1,335,24.1,8.37,100.3,NA,3.125,0.00827425,137323,9.491,6.081799984,67.6125,0.1032,1.8003,0.0526,5.586105861,0.307850164,0.1092818,0.198568364,NA,0.155413513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM,OMPD,UP_3,7/22/2015,11:30,1.7364,543,664,15.3,4.82,47.9,NA,5.5,NA,137324,9.1,67.37159729,88.2105,0.5681,2.3115,0.0538,3.695296008,0.720569571,0.635471597,0.085097973,NA,0.005334256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD_IN,OMPD,UP_1,7/22/2015,11:45,43.173633,243,256.6,22.2,7.97,91.8,NA,3,NA,137325,9.789,26.15390015,47.0387,0.2453,1.8857,0.032,4.846614055,0.459023141,0.2714539,0.187569241,NA,0.132630282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLGB,OMPD,UP_2,7/22/2015,12:00,2.006,1280,1398,20.7,7.73,86.8,NA,16.625,NA,137326,9.467,51.58229828,3.426,0.9926,7.3634,0.091,3.105049133,1.00487784,1.044182298,NA,NA,0.006162473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_OUT,MCLN,OUT,7/22/2015,13:00,549.0588,187.9,181.1,26.9,8.64,107.2,NA,2.375,0.008634,137327,5.245,6.056900024,35.0523,0.07,1.2213,0.0435,5.503067328,0.302739487,0.0760569,0.226682587,NA,0.778758463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscassic,MCLN,UP_2,7/22/2015,13:10,56.9778,236.8,247.6,22.6,3.87,44.8,NA,3.25,NA,137328,9.329,8.806900024,50.3638,0.1301,1.5129,0.0594,8.604668773,0.471907202,0.1389069,0.333000302,NA,0.080814557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidetrib_IN,MCLN,UP_3,7/22/2015,13:30,1.735233,137.2,145.2,22,6.09,70.8,NA,12.375,NA,137329,10.042,7.313000202,11.6939,0.0146,2.1925,0.0387,3.327233318,0.197261978,0.021913,0.175348978,NA,0.002461171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_IN,MCLN,UP_1,7/22/2015,13:45,480.037965,186.7,184.3,25.7,8.41,102.4,NA,10,NA,137330,4.147,14.48960018,36.8132,0.166,1.3199,0.0442,5.110317506,0.393443273,0.1804896,0.212953673,NA,0.680862647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD,LMPD,OUT,7/22/2015,14:00,475.3,174.6,170.7,26.2,8.55,106,NA,2.125,0.006989429,137331,8.777,5.547800064,37.719,0.1678,1.3482,0.0386,5.169791051,0.385583996,0.1733478,0.212236196,NA,0.674142546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD_IN,LMPD,UP,7/22/2015,14:15,471.2,196.4,190.6,26.6,8.71,108.5,NA,0.875,NA,137332,4.925,22.52400017,33.1448,0.2098,1.2776,0.0353,4.938629727,0.503258416,0.232324,0.270934416,NA,0.696174275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,7/24/2015,9:50,63.9,293,299.2,23.8,4.7,55.4,NA,2.25,0.007674667,137333,6.368,40.70660019,66.0849,0.1154,0.9808,0.0688,7.80906985,0.49853426,0.1561066,0.34242766,NA,0.170578432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3646,0.17795,0.67648426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/24/2015,10:05,6,582,686,17.1,6.81,70.2,NA,2.25,NA,137334,7.056,30.43950081,154.847,1.5459,3.8106,0.1027,2.800948557,1.546437852,1.576339501,NA,NA,0.016016754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98335,0.10185,1.648287852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Larkin,PD,NA,7/24/2015,10:15,NA,244.5,257.2,22.4,7.34,84.3,NA,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150557489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,7/24/2015,10:25,55.7,237.5,251.5,22.1,7.55,86.5,NA,3.75,NA,137335,8.57,61.97639847,45.1129,0.1158,0.6315,0.0576,8.073895443,0.543199004,0.177776398,0.365422605,NA,0.14724736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2897,0.2541,0.797299004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,7/24/2015,11:00,43.3,742,793,21.8,0.8,9.2,NA,19.06976744,NA,137336,5.52,13.76749992,98.5644,0.0142,0.3472,0.0937,7.415197886,0.35371742,0.0279675,0.32574992,NA,0.106042589,40.67477388,977.9314267,NA,NA,NA,3,NA,NA,NA,NA,8.955906977,0.866325581,1.220043001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,7/24/2015,11:15,387.5,463,469,24.3,5.35,64,NA,2.125,0.004111429,137337,8.616,17.18720055,110.7525,0.0736,0.8625,0.0777,8.913257919,0.497675323,0.090787201,0.406888123,NA,0.948995459,2.646072423,63.61872808,NA,NA,NA,3,NA,NA,NA,NA,1.1356,0.1444,0.642075323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,7/24/2015,11:40,337.8,463,475,23.7,6.63,78.5,NA,1.5,NA,137338,8.89,17.81800079,112.1407,0.0922,0.9295,0.0919,9.045670715,0.486938606,0.110018001,0.376920605,NA,0.827279139,1.285853764,30.91539757,NA,NA,NA,3,NA,NA,NA,NA,0.83995,0.0918,0.578738606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,7/24/2015,12:25,111.9,625,643,23.5,3.94,46.5,NA,1.875,NA,137339,7.813,22.47699928,168.0769,0.3921,1.6674,0.0975,8.50255382,0.704679229,0.414576999,0.29010223,NA,0.140217914,0.995924804,23.94472227,NA,NA,NA,3,81.6,1.53,18.4,0.345,0.8834,0.0918,0.796479229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,7/24/2015,12:45,113.8,612,623,24.1,4.74,56.7,NA,2.125,0.005756,137340,7.857,13.60429955,162.9087,0.2369,1.5156,0.0993,8.545195229,0.581851185,0.2505043,0.331346886,NA,0.142598737,1.744280398,41.93721207,NA,NA,NA,3,78.60962567,1.670454545,21.39037433,0.454545455,1.1137,0.1313,0.713151185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,7/24/2015,NA,114.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402888295,9.68652281,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,8/7/2015,10:00,43.3,556,601,20.7,0.8,9,NA,4.885496183,NA,143327,13.2425771,15.30220032,107.9494,0.0147,0.5893,0.0491,7.056163694,0.430918614,0.0300022,0.400916413,32.78,0.049234059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.885129771,0.213251908,0.644170522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,8/7/2015,10:15,387.5,510,520,24,5.7,68.1,NA,2.25,NA,143328,9.841611674,14.7748003,120.0637,0.0647,1.4539,0.0332,7.636249701,0.469471474,0.0794748,0.389996673,46.09,0.40671234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77675,0.08955,0.559021474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,8/7/2015,10:40,337.8,506,533,22.4,6.78,78,NA,1.614906832,NA,143329,10.87015972,15.58360004,127.9258,0.0989,1.87,0.0405,7.549651994,0.52383017,0.1144836,0.40934657,117.4,0.354548202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575751553,0.066732919,0.590563089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,8/7/2015,11:30,114.9955,662,533,22.4,8.13,95.3,NA,NA,NA,143330,15.145,21.18510056,182.5356,0.131,1.907,0.1387,10.03504734,0.577519393,0.152185101,0.425334293,65.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,8/7/2015,11:45,113.8,649,676,22.5,4.14,48.2,NA,2.75,NA,143331,11.324,12.76089954,180.9222,0.1003,1.9136,0.2399,10.24666603,0.551883144,0.1130609,0.438822244,47.72,0.120230307,NA,NA,NA,NA,NA,NA,44.67864994,1.228662873,55.32135006,1.521337127,0.92905,0.0886,0.640483144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,8/7/2015,12:15,111.9,630,668,22.3,3.53,40.6,NA,2.125,NA,143332,23.092,19.5734005,176.4637,0.3132,2.431,0.2603,9.681939394,0.701652811,0.3327734,0.368879411,102.73,0.118222947,NA,NA,NA,NA,NA,NA,69.71867008,1.481521739,30.28132992,0.643478261,0.72275,0.0726,0.774252811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,8/7/2015,12:55,55.7,270.1,286,22,6.92,79.1,NA,2.875,NA,143333,12.18681729,37.12799835,53.0511,0.2406,0.742,0.036,8.356762373,0.718239911,0.277727998,0.440511913,17.44,0.026878372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04925,0.11305,0.831289911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/7/2015,13:10,6,561,659,16.2,9.17,93.3,NA,2.375,NA,143334,11.12857336,24.25139999,165.5882,2.0051,4.7932,0.0948,2.524160513,2.081654157,2.0293514,0.052302757,29.39,0.002895336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82455,0.08845,2.170104157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Larkin,PD,NA,8/7/2015,13:20,NA,283.9,295.4,22,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027216162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,8/7/2015,13:30,63.9,387.7,398.1,23.5,3.01,35.1,NA,3.75,NA,143335,7.410418992,22.22660065,87.2588,0.0644,1.2564,0.0798,7.014521636,0.424049803,0.086626601,0.337423202,85.58,0.030835332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16955,0.14775,0.571799803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/26/2015,12:15,NA,692,683,25.7,1.87,22.6,NA,NA,NA,143336,14.588,13.89190006,129.209,0.0162,2.463,0.0908,7.301229058,0.428964074,0.0300919,0.398872174,23.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,8/26/2015,12:30,113.8,602,606,25.2,5.97,72.7,NA,2.75,NA,143337,10.432,2.5,167.6596,0.0937,3.648,0.2888,8.268277287,0.519950272,0.0962,0.423750272,15.99,0.223684293,NA,NA,NA,NA,NA,NA,54.70355731,1.504347826,45.29644269,1.245652174,0.94105,0.095,0.614950272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,8/26/2015,12:45,114.9955,640,636,25.4,8.22,100.2,NA,2.875,NA,143338,11.047,13.68830013,167.1597,0.1077,3.672,0.3727,8.044355178,0.485768606,0.1213883,0.364380306,30.2,0.2265344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,8/26/2015,13:15,111.9,670,678,24.6,5.19,62.3,NA,4.223602484,NA,143339,12.124,10.01340008,178.9598,0.1631,4.2069,0.1801,8.110793606,0.525797136,0.1731134,0.352683736,21.46,0.219949669,NA,NA,NA,NA,NA,NA,42.08344131,1.777437273,57.91655869,2.446165212,1.237763975,0.100770186,0.626567322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,8/26/2015,14:05,337.8,486.3,489.9,24.7,7.95,95.8,NA,0.99378882,NA,143340,7.844576788,14.25139999,114.8986,0.1199,2.3371,0.0284,7.001595276,0.515467293,0.1341514,0.381315893,7.35,0.531822303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633540373,0.07026087,0.585728163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,8/26/2015,14:30,387.5,485.5,491.6,24,6.02,71.5,NA,2,NA,143341,7.814546188,13.44260025,115.626,0.0933,2.1379,0.02,6.690792549,0.502922979,0.1067426,0.396180379,118.43,0.643961205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72185,0.08415,0.587072979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,8/26/2015,14:45,43.3,463.8,469.8,24.3,1.7,20.3,NA,6,NA,143342,15.01813631,23.47850037,113.888,0.0157,0.6606,0.049,7.451191588,0.424228312,0.0391785,0.385049812,50.46,0.068170236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.062342857,0.2,0.624228312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,8/26/2015,15:15,63.9,354.6,365.4,23.5,3.19,37.3,NA,3,NA,143343,7.206124796,17.1996994,74.258,0.1343,1.5212,0.039,7.922329061,0.57056532,0.151499699,0.419065621,40.63,0.022634446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2447,0.1447,0.71526532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/26/2015,15:30,6,633,675,21.5,8.05,91.2,NA,2,NA,143344,7.410418992,30.9253006,170.8148,1.7438,4.4423,0.0638,3.605984643,1.901783071,1.774725301,0.12705777,70.53,0.0021253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71275,0.07855,1.980333071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Larkin,PD,NA,8/26/2015,15:40,NA,288.7,291.3,24.2,6.34,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019977821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,8/26/2015,15:50,55.7,290.6,294.6,24.4,6.76,80.8,NA,2.625,NA,143345,7.888467411,45.74240112,53.8462,0.1972,0.6883,0.0269,8.142587967,0.662003366,0.242942401,0.419060965,0.77,0.019729869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0252,0.1234,0.785403366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_OUT,LH,OUT,9/8/2015,12:50,1.113657,359.7,390,21,1,11.4,NA,114.2574257,60.841,142396,20.28972192,95.15019989,60.8408,0.036,1.1028,0.0202,7.003102161,0.477122969,0.1311502,0.345972769,NA,0.000543363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_IN,LH,UP,9/8/2015,13:10,1.061859,496,542,21,8.26,92.6,NA,3.602484472,105.257,142397,18.85869546,28.32749939,105.2566,0.2183,2.8144,0.0369,3.125373973,0.413990831,0.246627499,0.167363332,NA,0.000556468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_EDGE,LH,NA,9/8/2015,13:20,0.647475,368,399,21,2.84,32.2,NA,4.875,74.235,142398,11.15083867,175.8695068,74.2353,0.1386,1.2574,0.0224,3.429964265,0.464341616,0.314469507,0.149872109,NA,0.00033931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEB,BRDS,UP_2,9/8/2015,13:30,2.51,1071,1152,21.4,8.61,97.9,NA,8.25,326.251,142399,77.73142675,26.98889923,326.2512,0.337,5.5816,0.0346,3.44078727,0.567754382,0.363988899,0.203765483,NA,0.001315367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
